Area,Item,Year,Value
Lao People's Democratic Republic,Agriculture,2018,5381823000
Lao People's Democratic Republic,Agriculture,2019,5371996000
Lao People's Democratic Republic,Agriculture,2020,5319007000
Lao People's Democratic Republic,Agriculture,2021,4813265000
Lao People's Democratic Republic,Agriculture,2022,3592316000
Lao People's Democratic Republic,Agriculture,2023,2877544000
Lao People's Democratic Republic,"Cereals, primary",2017,1594570000
Lao People's Democratic Republic,"Cereals, primary",2018,1403047000
Lao People's Democratic Republic,"Cereals, primary",2019,1317493000
Lao People's Democratic Republic,"Cereals, primary",2020,1234607000
Lao People's Democratic Republic,"Cereals, primary",2021,1059643000
Lao People's Democratic Republic,"Cereals, primary",2022,718895000
Lao People's Democratic Republic,"Cereals, primary",2023,541004000
Lao People's Democratic Republic,Crops,2017,4744217000
Lao People's Democratic Republic,Crops,2018,4718119000
Lao People's Democratic Republic,Crops,2019,4354559000
Lao People's Democratic Republic,Crops,2020,4352756000
Lao People's Democratic Republic,Crops,2021,3848469000
Lao People's Democratic Republic,Crops,2022,2905461000
Lao People's Democratic Republic,Crops,2023,2321035000
Lao People's Democratic Republic,"Meat indigenous, total",2017,679583000
Lao People's Democratic Republic,"Meat indigenous, total",2018,576112000
Lao People's Democratic Republic,"Meat indigenous, total",2019,931403000
Lao People's Democratic Republic,"Meat indigenous, total",2020,890587000
Lao People's Democratic Republic,"Meat indigenous, total",2021,898995000
Lao People's Democratic Republic,"Meat indigenous, total",2022,642798000
Lao People's Democratic Republic,"Meat indigenous, total",2023,525843000
Lao People's Democratic Republic,"Milk, Total",2017,12445000
Lao People's Democratic Republic,"Milk, Total",2018,12469000
Lao People's Democratic Republic,"Milk, Total",2019,13339000
Lao People's Democratic Republic,"Milk, Total",2020,12597000
Lao People's Democratic Republic,"Milk, Total",2021,10827000
Lao People's Democratic Republic,"Milk, Total",2022,6793000
Lao People's Democratic Republic,"Milk, Total",2023,4615000
Lao People's Democratic Republic,"Roots and Tubers, Total",2017,457180000
Lao People's Democratic Republic,"Roots and Tubers, Total",2018,472312000
Lao People's Democratic Republic,"Roots and Tubers, Total",2019,523048000
Lao People's Democratic Republic,"Roots and Tubers, Total",2020,589433000
Lao People's Democratic Republic,"Roots and Tubers, Total",2021,677568000
Lao People's Democratic Republic,"Roots and Tubers, Total",2022,653753000
Lao People's Democratic Republic,"Roots and Tubers, Total",2023,630371000
Lao People's Democratic Republic,Sugar Crops Primary,2017,346463000
Lao People's Democratic Republic,Sugar Crops Primary,2018,360920000
Lao People's Democratic Republic,Sugar Crops Primary,2019,279506000
Lao People's Democratic Republic,Sugar Crops Primary,2020,359412000
Lao People's Democratic Republic,Sugar Crops Primary,2021,193246000
Lao People's Democratic Republic,Sugar Crops Primary,2022,184192000
Lao People's Democratic Republic,Sugar Crops Primary,2023,114684000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2017,1966860000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2018,2049582000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2019,1849494000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2020,1811427000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2021,1597032000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2022,1110479000
Lao People's Democratic Republic,Vegetables and Fruit Primary,2023,845136000
Latvia,Agriculture,2017,1341068000
Latvia,Agriculture,2018,1185548000
Latvia,Agriculture,2019,1422297000
Latvia,Agriculture,2020,1524135000
Latvia,Agriculture,2021,1672202000
Latvia,Agriculture,2022,2126460000
Latvia,Agriculture,2023,1633851000
Latvia,"Cereals, primary",2017,438541000
Latvia,"Cereals, primary",2018,405772000
Latvia,"Cereals, primary",2019,555742000
Latvia,"Cereals, primary",2020,651675000
Latvia,"Cereals, primary",2021,692408000
Latvia,"Cereals, primary",2022,968016000
Latvia,"Cereals, primary",2023,607396000
Latvia,Crops,2017,754121000
Latvia,Crops,2018,607824000
Latvia,Crops,2019,845943000
Latvia,Crops,2020,960869000
Latvia,Crops,2021,1034282000
Latvia,Crops,2022,1328253000
Latvia,Crops,2023,891076000
Latvia,"Meat indigenous, total",2017,167300000
Latvia,"Meat indigenous, total",2018,173001000
Latvia,"Meat indigenous, total",2019,183144000
Latvia,"Meat indigenous, total",2020,176009000
Latvia,"Meat indigenous, total",2021,189992000
Latvia,"Meat indigenous, total",2022,217360000
Latvia,"Meat indigenous, total",2023,244397000
Latvia,"Milk, Total",2017,346246000
Latvia,"Milk, Total",2018,329735000
Latvia,"Milk, Total",2019,323091000
Latvia,"Milk, Total",2020,318011000
Latvia,"Milk, Total",2021,374157000
Latvia,"Milk, Total",2022,483744000
Latvia,"Milk, Total",2023,371134000
Latvia,"Roots and Tubers, Total",2017,60424000
Latvia,"Roots and Tubers, Total",2018,33365000
Latvia,"Roots and Tubers, Total",2019,42014000
Latvia,"Roots and Tubers, Total",2020,28283000
Latvia,"Roots and Tubers, Total",2021,20777000
Latvia,"Roots and Tubers, Total",2022,30165000
Latvia,"Roots and Tubers, Total",2023,34408000
Latvia,Vegetables and Fruit Primary,2017,89880000
Latvia,Vegetables and Fruit Primary,2018,49294000
Latvia,Vegetables and Fruit Primary,2019,58098000
Latvia,Vegetables and Fruit Primary,2020,59315000
Latvia,Vegetables and Fruit Primary,2021,53370000
Latvia,Vegetables and Fruit Primary,2022,59877000
Latvia,Vegetables and Fruit Primary,2023,57373000
Lebanon,Agriculture,2017,3192718000
Lebanon,Agriculture,2018,3085620000
Lebanon,Agriculture,2019,3153853000
Lebanon,Agriculture,2020,1935838000
Lebanon,Agriculture,2021,873260000
Lebanon,Agriculture,2022,373354000
Lebanon,Agriculture,2023,65555000
Lebanon,"Cereals, primary",2017,59515000
Lebanon,"Cereals, primary",2018,58243000
Lebanon,"Cereals, primary",2019,58396000
Lebanon,"Cereals, primary",2020,38880000
Lebanon,"Cereals, primary",2021,12716000
Lebanon,"Cereals, primary",2022,5172000
Lebanon,"Cereals, primary",2023,921000
Lebanon,Crops,2017,2495072000
Lebanon,Crops,2018,2446471000
Lebanon,Crops,2019,2470186000
Lebanon,Crops,2020,1496527000
Lebanon,Crops,2021,675559000
Lebanon,Crops,2022,283978000
Lebanon,Crops,2023,50790000
Lebanon,"Meat indigenous, total",2017,362379000
Lebanon,"Meat indigenous, total",2018,242561000
Lebanon,"Meat indigenous, total",2019,283542000
Lebanon,"Meat indigenous, total",2020,199146000
Lebanon,"Meat indigenous, total",2021,88534000
Lebanon,"Meat indigenous, total",2022,43343000
Lebanon,"Meat indigenous, total",2023,6330000
Lebanon,"Milk, Total",2017,215381000
Lebanon,"Milk, Total",2018,223665000
Lebanon,"Milk, Total",2019,232773000
Lebanon,"Milk, Total",2020,157547000
Lebanon,"Milk, Total",2021,71941000
Lebanon,"Milk, Total",2022,29532000
Lebanon,"Milk, Total",2023,5189000
Lebanon,"Roots and Tubers, Total",2017,305678000
Lebanon,"Roots and Tubers, Total",2018,327303000
Lebanon,"Roots and Tubers, Total",2019,288810000
Lebanon,"Roots and Tubers, Total",2020,199776000
Lebanon,"Roots and Tubers, Total",2021,91447000
Lebanon,"Roots and Tubers, Total",2022,38300000
Lebanon,"Roots and Tubers, Total",2023,6678000
Lebanon,Sugar Crops Primary,2017,3420000
Lebanon,Sugar Crops Primary,2018,2430000
Lebanon,Sugar Crops Primary,2019,2253000
Lebanon,Sugar Crops Primary,2020,1858000
Lebanon,Sugar Crops Primary,2021,839000
Lebanon,Sugar Crops Primary,2022,388000
Lebanon,Sugar Crops Primary,2023,90000
Lebanon,Vegetables and Fruit Primary,2017,1739360000
Lebanon,Vegetables and Fruit Primary,2018,1645462000
Lebanon,Vegetables and Fruit Primary,2019,1752830000
Lebanon,Vegetables and Fruit Primary,2020,1028636000
Lebanon,Vegetables and Fruit Primary,2021,465074000
Lebanon,Vegetables and Fruit Primary,2022,195724000
Lebanon,Vegetables and Fruit Primary,2023,34950000
Lesotho,Agriculture,2020,79340000
Lesotho,Agriculture,2021,311809000
Lesotho,Agriculture,2022,269097000
Lesotho,Agriculture,2023,8174000
Lesotho,"Cereals, primary",2020,5288000
Lesotho,"Cereals, primary",2021,22460000
Lesotho,"Cereals, primary",2022,20842000
Lesotho,"Cereals, primary",2023,6673000
Lesotho,Crops,2020,79340000
Lesotho,Crops,2021,119053000
Lesotho,Crops,2022,108614000
Lesotho,Crops,2023,8174000
Lesotho,"Milk, Total",2021,192756000
Lesotho,"Milk, Total",2022,160484000
Lesotho,"Roots and Tubers, Total",2020,69582000
Lesotho,"Roots and Tubers, Total",2021,62381000
Lesotho,"Roots and Tubers, Total",2022,61571000
Lesotho,Vegetables and Fruit Primary,2021,18629000
Lesotho,Vegetables and Fruit Primary,2022,17933000
Lithuania,Agriculture,2017,2411112000
Lithuania,Agriculture,2018,2294496000
Lithuania,Agriculture,2019,2464102000
Lithuania,Agriculture,2020,2857747000
Lithuania,Agriculture,2021,3115499000
Lithuania,Agriculture,2022,4070169000
Lithuania,Agriculture,2023,3177774000
Lithuania,"Cereals, primary",2017,863502000
Lithuania,"Cereals, primary",2018,809206000
Lithuania,"Cereals, primary",2019,923798000
Lithuania,"Cereals, primary",2020,1201030000
Lithuania,"Cereals, primary",2021,1238832000
Lithuania,"Cereals, primary",2022,1831845000
Lithuania,"Cereals, primary",2023,1349729000
Lithuania,Crops,2017,1460341000
Lithuania,Crops,2018,1344585000
Lithuania,Crops,2019,1550125000
Lithuania,Crops,2020,1934994000
Lithuania,Crops,2021,2084575000
Lithuania,Crops,2022,2870866000
Lithuania,Crops,2023,2158042000
Lithuania,"Meat indigenous, total",2017,368477000
Lithuania,"Meat indigenous, total",2018,355638000
Lithuania,"Meat indigenous, total",2019,349269000
Lithuania,"Meat indigenous, total",2020,372085000
Lithuania,"Meat indigenous, total",2021,359879000
Lithuania,"Meat indigenous, total",2022,294547000
Lithuania,"Meat indigenous, total",2023,311329000
Lithuania,"Milk, Total",2017,526093000
Lithuania,"Milk, Total",2018,523085000
Lithuania,"Milk, Total",2019,497453000
Lithuania,"Milk, Total",2020,485717000
Lithuania,"Milk, Total",2021,584884000
Lithuania,"Milk, Total",2022,813506000
Lithuania,"Milk, Total",2023,601074000
Lithuania,"Roots and Tubers, Total",2017,47211000
Lithuania,"Roots and Tubers, Total",2018,66360000
Lithuania,"Roots and Tubers, Total",2019,99789000
Lithuania,"Roots and Tubers, Total",2020,60602000
Lithuania,"Roots and Tubers, Total",2021,54165000
Lithuania,"Roots and Tubers, Total",2022,76304000
Lithuania,"Roots and Tubers, Total",2023,102990000
Lithuania,Sugar Crops Primary,2017,29188000
Lithuania,Sugar Crops Primary,2018,34841000
Lithuania,Sugar Crops Primary,2019,41375000
Lithuania,Sugar Crops Primary,2020,33643000
Lithuania,Sugar Crops Primary,2021,30722000
Lithuania,Sugar Crops Primary,2022,21824000
Lithuania,Sugar Crops Primary,2023,33715000
Lithuania,Vegetables and Fruit Primary,2017,153064000
Lithuania,Vegetables and Fruit Primary,2018,185718000
Lithuania,Vegetables and Fruit Primary,2019,164715000
Lithuania,Vegetables and Fruit Primary,2020,180488000
Lithuania,Vegetables and Fruit Primary,2021,189366000
Lithuania,Vegetables and Fruit Primary,2022,230920000
Lithuania,Vegetables and Fruit Primary,2023,205524000
Luxembourg,Agriculture,2017,277531000
Luxembourg,Agriculture,2018,307481000
Luxembourg,Agriculture,2019,286289000
Luxembourg,Agriculture,2020,305977000
Luxembourg,Agriculture,2021,328608000
Luxembourg,Agriculture,2022,381127000
Luxembourg,Agriculture,2023,371488000
Luxembourg,"Cereals, primary",2017,23460000
Luxembourg,"Cereals, primary",2018,30703000
Luxembourg,"Cereals, primary",2019,26860000
Luxembourg,"Cereals, primary",2020,26195000
Luxembourg,"Cereals, primary",2021,28622000
Luxembourg,"Cereals, primary",2022,26139000
Luxembourg,"Cereals, primary",2023,24971000
Luxembourg,Crops,2017,53032000
Luxembourg,Crops,2018,75138000
Luxembourg,Crops,2019,57254000
Luxembourg,Crops,2020,60123000
Luxembourg,Crops,2021,63499000
Luxembourg,Crops,2022,57130000
Luxembourg,Crops,2023,56691000
Luxembourg,"Meat indigenous, total",2017,62721000
Luxembourg,"Meat indigenous, total",2018,62532000
Luxembourg,"Meat indigenous, total",2019,60764000
Luxembourg,"Meat indigenous, total",2020,59723000
Luxembourg,"Meat indigenous, total",2021,62861000
Luxembourg,"Meat indigenous, total",2022,70822000
Luxembourg,"Meat indigenous, total",2023,69675000
Luxembourg,"Milk, Total",2017,154642000
Luxembourg,"Milk, Total",2018,161551000
Luxembourg,"Milk, Total",2019,159526000
Luxembourg,"Milk, Total",2020,177041000
Luxembourg,"Milk, Total",2021,193949000
Luxembourg,"Milk, Total",2022,243635000
Luxembourg,"Milk, Total",2023,234595000
Luxembourg,"Roots and Tubers, Total",2017,5838000
Luxembourg,"Roots and Tubers, Total",2018,6451000
Luxembourg,"Roots and Tubers, Total",2019,4539000
Luxembourg,"Roots and Tubers, Total",2020,4390000
Luxembourg,"Roots and Tubers, Total",2021,5274000
Luxembourg,"Roots and Tubers, Total",2022,6660000
Luxembourg,"Roots and Tubers, Total",2023,6746000
Luxembourg,Vegetables and Fruit Primary,2017,19061000
Luxembourg,Vegetables and Fruit Primary,2018,33225000
Luxembourg,Vegetables and Fruit Primary,2019,21720000
Luxembourg,Vegetables and Fruit Primary,2020,25601000
Luxembourg,Vegetables and Fruit Primary,2021,26858000
Luxembourg,Vegetables and Fruit Primary,2022,21807000
Luxembourg,Vegetables and Fruit Primary,2023,22098000
Madagascar,Agriculture,2017,3954037000
Madagascar,Agriculture,2018,3752259000
Madagascar,Agriculture,2019,3933938000
Madagascar,Agriculture,2020,4091498000
Madagascar,Agriculture,2021,4364567000
Madagascar,Agriculture,2022,4134769000
Madagascar,Agriculture,2023,4038127000
Madagascar,"Cereals, primary",2017,835437000
Madagascar,"Cereals, primary",2018,862252000
Madagascar,"Cereals, primary",2019,1077214000
Madagascar,"Cereals, primary",2020,1311886000
Madagascar,"Cereals, primary",2021,1619796000
Madagascar,"Cereals, primary",2022,1678285000
Madagascar,"Cereals, primary",2023,1702304000
Madagascar,Crops,2017,2596642000
Madagascar,Crops,2018,2552899000
Madagascar,Crops,2019,2731338000
Madagascar,Crops,2020,2959909000
Madagascar,Crops,2021,3271636000
Madagascar,Crops,2022,3128013000
Madagascar,Crops,2023,3071144000
Madagascar,"Meat indigenous, total",2017,708636000
Madagascar,"Meat indigenous, total",2018,657785000
Madagascar,"Meat indigenous, total",2019,668031000
Madagascar,"Meat indigenous, total",2020,647767000
Madagascar,"Meat indigenous, total",2021,653414000
Madagascar,"Meat indigenous, total",2022,630051000
Madagascar,"Meat indigenous, total",2023,599290000
Madagascar,"Milk, Total",2017,573770000
Madagascar,"Milk, Total",2018,471263000
Madagascar,"Milk, Total",2019,469986000
Madagascar,"Milk, Total",2020,421482000
Madagascar,"Milk, Total",2021,377274000
Madagascar,"Milk, Total",2022,317819000
Madagascar,"Milk, Total",2023,315534000
Madagascar,"Roots and Tubers, Total",2017,555624000
Madagascar,"Roots and Tubers, Total",2018,526782000
Madagascar,"Roots and Tubers, Total",2019,566685000
Madagascar,"Roots and Tubers, Total",2020,562777000
Madagascar,"Roots and Tubers, Total",2021,558198000
Madagascar,"Roots and Tubers, Total",2022,488730000
Madagascar,"Roots and Tubers, Total",2023,436188000
Madagascar,Sugar Crops Primary,2017,246791000
Madagascar,Sugar Crops Primary,2018,232732000
Madagascar,Sugar Crops Primary,2019,220834000
Madagascar,Sugar Crops Primary,2020,217799000
Madagascar,Sugar Crops Primary,2021,186668000
Madagascar,Sugar Crops Primary,2022,121881000
Madagascar,Sugar Crops Primary,2023,127090000
Madagascar,Vegetables and Fruit Primary,2017,433683000
Madagascar,Vegetables and Fruit Primary,2018,406024000
Madagascar,Vegetables and Fruit Primary,2019,381186000
Madagascar,Vegetables and Fruit Primary,2020,367074000
Madagascar,Vegetables and Fruit Primary,2021,412463000
Madagascar,Vegetables and Fruit Primary,2022,381793000
Madagascar,Vegetables and Fruit Primary,2023,345752000
Malawi,Agriculture,2017,8950455000
Malawi,Agriculture,2018,11003772000
Malawi,Agriculture,2019,12647250000
Malawi,Agriculture,2020,15679325000
Malawi,Agriculture,2021,16932995000
Malawi,Agriculture,2022,16750720000
Malawi,Agriculture,2023,16540234000
Malawi,"Cereals, primary",2017,803442000
Malawi,"Cereals, primary",2018,975271000
Malawi,"Cereals, primary",2019,1264442000
Malawi,"Cereals, primary",2020,1479600000
Malawi,"Cereals, primary",2021,1625558000
Malawi,"Cereals, primary",2022,1467570000
Malawi,"Cereals, primary",2023,1228433000
Malawi,Crops,2017,7403019000
Malawi,Crops,2018,8733794000
Malawi,Crops,2019,10587090000
Malawi,Crops,2020,12856453000
Malawi,Crops,2021,13925566000
Malawi,Crops,2022,13580893000
Malawi,Crops,2023,13526597000
Malawi,"Meat indigenous, total",2017,1437927000
Malawi,"Meat indigenous, total",2018,2155001000
Malawi,"Meat indigenous, total",2019,1924118000
Malawi,"Meat indigenous, total",2020,2669094000
Malawi,"Meat indigenous, total",2021,2850419000
Malawi,"Meat indigenous, total",2022,3014607000
Malawi,"Meat indigenous, total",2023,2864751000
Malawi,"Milk, Total",2017,43680000
Malawi,"Milk, Total",2018,43608000
Malawi,"Milk, Total",2019,55659000
Malawi,"Milk, Total",2020,64895000
Malawi,"Milk, Total",2021,70186000
Malawi,"Milk, Total",2022,71962000
Malawi,"Milk, Total",2023,71623000
Malawi,"Roots and Tubers, Total",2017,4018737000
Malawi,"Roots and Tubers, Total",2018,4905207000
Malawi,"Roots and Tubers, Total",2019,6094396000
Malawi,"Roots and Tubers, Total",2020,7727472000
Malawi,"Roots and Tubers, Total",2021,8430173000
Malawi,"Roots and Tubers, Total",2022,8315329000
Malawi,"Roots and Tubers, Total",2023,8595560000
Malawi,Sugar Crops Primary,2017,262593000
Malawi,Sugar Crops Primary,2018,298805000
Malawi,Sugar Crops Primary,2019,338040000
Malawi,Sugar Crops Primary,2020,395921000
Malawi,Sugar Crops Primary,2021,423138000
Malawi,Sugar Crops Primary,2022,384251000
Malawi,Sugar Crops Primary,2023,357671000
Malawi,Vegetables and Fruit Primary,2017,1241120000
Malawi,Vegetables and Fruit Primary,2018,1468677000
Malawi,Vegetables and Fruit Primary,2019,1625067000
Malawi,Vegetables and Fruit Primary,2020,1862380000
Malawi,Vegetables and Fruit Primary,2021,2007586000
Malawi,Vegetables and Fruit Primary,2022,2026409000
Malawi,Vegetables and Fruit Primary,2023,2047339000
Malaysia,Agriculture,2017,23037207000
Malaysia,Agriculture,2018,20077160000
Malaysia,Agriculture,2019,17633992000
Malaysia,Agriculture,2020,20068906000
Malaysia,Agriculture,2021,28505872000
Malaysia,Agriculture,2022,30993058000
Malaysia,Agriculture,2023,23487742000
Malaysia,"Cereals, primary",2017,717279000
Malaysia,"Cereals, primary",2018,784867000
Malaysia,"Cereals, primary",2019,681585000
Malaysia,"Cereals, primary",2020,672697000
Malaysia,"Cereals, primary",2021,707227000
Malaysia,"Cereals, primary",2022,622271000
Malaysia,"Cereals, primary",2023,586068000
Malaysia,Crops,2017,17748958000
Malaysia,Crops,2018,14499800000
Malaysia,Crops,2019,12542903000
Malaysia,Crops,2020,15367425000
Malaysia,Crops,2021,23845784000
Malaysia,Crops,2022,26425673000
Malaysia,Crops,2023,18804331000
Malaysia,"Meat indigenous, total",2017,4194576000
Malaysia,"Meat indigenous, total",2018,4397796000
Malaysia,"Meat indigenous, total",2019,4108338000
Malaysia,"Meat indigenous, total",2020,3701819000
Malaysia,"Meat indigenous, total",2021,3562131000
Malaysia,"Meat indigenous, total",2022,3342614000
Malaysia,"Meat indigenous, total",2023,3253711000
Malaysia,"Milk, Total",2017,25854000
Malaysia,"Milk, Total",2018,28478000
Malaysia,"Milk, Total",2019,28771000
Malaysia,"Milk, Total",2020,27979000
Malaysia,"Milk, Total",2021,31229000
Malaysia,"Milk, Total",2022,29717000
Malaysia,"Milk, Total",2023,30000000
Malaysia,"Roots and Tubers, Total",2017,32596000
Malaysia,"Roots and Tubers, Total",2018,33098000
Malaysia,"Roots and Tubers, Total",2019,49176000
Malaysia,"Roots and Tubers, Total",2020,48609000
Malaysia,"Roots and Tubers, Total",2021,53523000
Malaysia,"Roots and Tubers, Total",2022,52588000
Malaysia,"Roots and Tubers, Total",2023,33862000
Malaysia,Sugar Crops Primary,2017,6555000
Malaysia,Sugar Crops Primary,2018,5448000
Malaysia,Sugar Crops Primary,2019,4715000
Malaysia,Sugar Crops Primary,2020,5137000
Malaysia,Sugar Crops Primary,2021,8269000
Malaysia,Sugar Crops Primary,2022,7551000
Malaysia,Sugar Crops Primary,2023,4906000
Malaysia,Vegetables and Fruit Primary,2017,1090915000
Malaysia,Vegetables and Fruit Primary,2018,1133945000
Malaysia,Vegetables and Fruit Primary,2019,1081979000
Malaysia,Vegetables and Fruit Primary,2020,1100012000
Malaysia,Vegetables and Fruit Primary,2021,1266747000
Malaysia,Vegetables and Fruit Primary,2022,1552296000
Malaysia,Vegetables and Fruit Primary,2023,1259831000
Maldives,Agriculture,2017,4164000
Maldives,Agriculture,2018,4043000
Maldives,Agriculture,2019,10846000
Maldives,Agriculture,2020,6107000
Maldives,Agriculture,2021,1335000
Maldives,Agriculture,2022,1250000
Maldives,Agriculture,2023,3283000
Maldives,Crops,2017,4164000
Maldives,Crops,2018,4043000
Maldives,Crops,2019,10846000
Maldives,Crops,2020,6107000
Maldives,Crops,2021,1335000
Maldives,Crops,2022,1250000
Maldives,Crops,2023,3283000
Maldives,"Roots and Tubers, Total",2017,23000
Maldives,"Roots and Tubers, Total",2018,26000
Maldives,"Roots and Tubers, Total",2019,26000
Maldives,"Roots and Tubers, Total",2020,24000
Maldives,"Roots and Tubers, Total",2021,7000
Maldives,"Roots and Tubers, Total",2022,7000
Maldives,"Roots and Tubers, Total",2023,24000
Maldives,Vegetables and Fruit Primary,2017,3987000
Maldives,Vegetables and Fruit Primary,2018,3822000
Maldives,Vegetables and Fruit Primary,2019,10618000
Maldives,Vegetables and Fruit Primary,2020,5917000
Maldives,Vegetables and Fruit Primary,2021,1248000
Maldives,Vegetables and Fruit Primary,2022,1193000
Maldives,Vegetables and Fruit Primary,2023,3223000
Mali,Agriculture,2017,7090072000
Mali,Agriculture,2018,8259636000
Mali,Agriculture,2019,7685832000
Mali,Agriculture,2020,8603616000
Mali,Agriculture,2021,9102193000
Mali,Agriculture,2022,10272817000
Mali,Agriculture,2023,10546668000
Mali,"Cereals, primary",2017,2282072000
Mali,"Cereals, primary",2018,2907067000
Mali,"Cereals, primary",2019,2088633000
Mali,"Cereals, primary",2020,2335043000
Mali,"Cereals, primary",2021,2216210000
Mali,"Cereals, primary",2022,3673613000
Mali,"Cereals, primary",2023,3017642000
Mali,Crops,2017,5831884000
Mali,Crops,2018,6832445000
Mali,Crops,2019,6235807000
Mali,Crops,2020,7003264000
Mali,Crops,2021,7480337000
Mali,Crops,2022,8725470000
Mali,Crops,2023,8938754000
Mali,"Meat indigenous, total",2017,491417000
Mali,"Meat indigenous, total",2018,538214000
Mali,"Meat indigenous, total",2019,553785000
Mali,"Meat indigenous, total",2020,678515000
Mali,"Meat indigenous, total",2021,635985000
Mali,"Meat indigenous, total",2022,621658000
Mali,"Meat indigenous, total",2023,616147000
Mali,"Milk, Total",2017,719897000
Mali,"Milk, Total",2018,839678000
Mali,"Milk, Total",2019,845706000
Mali,"Milk, Total",2020,879944000
Mali,"Milk, Total",2021,943793000
Mali,"Milk, Total",2022,876226000
Mali,"Milk, Total",2023,938786000
Mali,"Roots and Tubers, Total",2017,554150000
Mali,"Roots and Tubers, Total",2018,478845000
Mali,"Roots and Tubers, Total",2019,381525000
Mali,"Roots and Tubers, Total",2020,507116000
Mali,"Roots and Tubers, Total",2021,469119000
Mali,"Roots and Tubers, Total",2022,547424000
Mali,"Roots and Tubers, Total",2023,526392000
Mali,Sugar Crops Primary,2017,11748000
Mali,Sugar Crops Primary,2018,14376000
Mali,Sugar Crops Primary,2019,15308000
Mali,Sugar Crops Primary,2020,14264000
Mali,Sugar Crops Primary,2021,14581000
Mali,Sugar Crops Primary,2022,13089000
Mali,Sugar Crops Primary,2023,14219000
Mali,Vegetables and Fruit Primary,2017,2308201000
Mali,Vegetables and Fruit Primary,2018,2570100000
Mali,Vegetables and Fruit Primary,2019,2908315000
Mali,Vegetables and Fruit Primary,2020,3385679000
Mali,Vegetables and Fruit Primary,2021,3754674000
Mali,Vegetables and Fruit Primary,2022,3527864000
Mali,Vegetables and Fruit Primary,2023,4235755000
Malta,Agriculture,2017,143271000
Malta,Agriculture,2018,105266000
Malta,Agriculture,2019,106132000
Malta,Agriculture,2020,103093000
Malta,Agriculture,2021,106093000
Malta,Agriculture,2022,103660000
Malta,Agriculture,2023,116405000
Malta,"Cereals, primary",2017,12326000
Malta,Crops,2017,80235000
Malta,Crops,2018,40189000
Malta,Crops,2019,45187000
Malta,Crops,2020,41179000
Malta,Crops,2021,43894000
Malta,Crops,2022,43758000
Malta,Crops,2023,50889000
Malta,"Meat indigenous, total",2017,20542000
Malta,"Meat indigenous, total",2018,20980000
Malta,"Meat indigenous, total",2019,19129000
Malta,"Meat indigenous, total",2020,24411000
Malta,"Meat indigenous, total",2021,25381000
Malta,"Meat indigenous, total",2022,24287000
Malta,"Meat indigenous, total",2023,25587000
Malta,"Milk, Total",2017,31887000
Malta,"Milk, Total",2018,32785000
Malta,"Milk, Total",2019,31820000
Malta,"Milk, Total",2020,27613000
Malta,"Milk, Total",2021,26232000
Malta,"Milk, Total",2022,22644000
Malta,"Milk, Total",2023,23776000
Malta,"Roots and Tubers, Total",2017,2970000
Malta,"Roots and Tubers, Total",2018,3495000
Malta,"Roots and Tubers, Total",2019,4771000
Malta,"Roots and Tubers, Total",2020,3193000
Malta,"Roots and Tubers, Total",2021,3233000
Malta,"Roots and Tubers, Total",2022,3702000
Malta,"Roots and Tubers, Total",2023,3480000
Malta,Vegetables and Fruit Primary,2017,63564000
Malta,Vegetables and Fruit Primary,2018,36694000
Malta,Vegetables and Fruit Primary,2019,40396000
Malta,Vegetables and Fruit Primary,2020,37986000
Malta,Vegetables and Fruit Primary,2021,40637000
Malta,Vegetables and Fruit Primary,2022,40036000
Malta,Vegetables and Fruit Primary,2023,47390000
Mauritius,Agriculture,2017,372103000
Mauritius,Agriculture,2018,336066000
Mauritius,Agriculture,2019,351356000
Mauritius,Agriculture,2020,311999000
Mauritius,Agriculture,2021,343830000
Mauritius,Agriculture,2022,450234000
Mauritius,Agriculture,2023,527919000
Mauritius,"Cereals, primary",2017,85000
Mauritius,"Cereals, primary",2018,75000
Mauritius,"Cereals, primary",2019,93000
Mauritius,"Cereals, primary",2020,124000
Mauritius,"Cereals, primary",2021,167000
Mauritius,"Cereals, primary",2022,120000
Mauritius,"Cereals, primary",2023,220000
Mauritius,Crops,2017,248180000
Mauritius,Crops,2018,199558000
Mauritius,Crops,2019,220507000
Mauritius,Crops,2020,206091000
Mauritius,Crops,2021,237161000
Mauritius,Crops,2022,280591000
Mauritius,Crops,2023,341471000
Mauritius,"Meat indigenous, total",2017,92904000
Mauritius,"Meat indigenous, total",2018,101877000
Mauritius,"Meat indigenous, total",2019,98020000
Mauritius,"Meat indigenous, total",2020,81553000
Mauritius,"Meat indigenous, total",2021,80454000
Mauritius,"Meat indigenous, total",2022,125807000
Mauritius,"Meat indigenous, total",2023,150756000
Mauritius,"Milk, Total",2017,2245000
Mauritius,"Milk, Total",2018,1814000
Mauritius,"Milk, Total",2019,1868000
Mauritius,"Milk, Total",2020,1498000
Mauritius,"Milk, Total",2021,1498000
Mauritius,"Milk, Total",2022,1490000
Mauritius,"Milk, Total",2023,1940000
Mauritius,"Roots and Tubers, Total",2017,10879000
